Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
1681171200000,29637.35,30430.0,29590.0,30115.95,20828.19269,1681185599999,625055720.93056450,389447,11443.21158000,343356768.81151420,0
1681185600000,30115.95,30169.14,29800.0,30106.89,10285.50672,1681199999999,308990782.89012350,207121,5073.51527000,152438594.09644350,0
1681200000000,30106.9,30147.38,29974.0,30055.15,7339.48746,1681214399999,220730844.45404130,151922,3453.22940000,103855037.95956890,0
1681214400000,30055.14,30280.0,29975.0,30194.22,11314.16156,1681228799999,340918024.57294100,220845,5570.85444000,167875428.62088580,0
1681228800000,30194.23,30550.0,30040.0,30130.02,10970.16011,1681243199999,331757846.72774080,223433,5556.58726000,168087509.55846380,0
1681243200000,30130.02,30274.19,29940.0,30200.42,7252.56767,1681257599999,218625058.50670650,147690,3669.52923000,110637283.24658060,0
1681257600000,30200.43,30350.07,29811.82,29922.04,11394.97178,1681271999999,342268958.48073160,229283,5520.80814000,165847303.76316130,0
1681272000000,29922.04,30070.42,29850.0,29987.0,6069.48422,1681286399999,181771973.84102010,131988,3184.27717000,95370356.85213660,0
1681286400000,29986.99,30050.47,29895.98,30016.3,5584.43686,1681300799999,167424828.43533510,122982,2946.34865000,88338645.10388350,0
1681300800000,30016.31,30486.0,29637.4,29964.02,26308.52652,1681315199999,792129784.51613500,444308,13269.26133000,399600608.80334240,0
1681315200000,29964.03,30091.01,29760.13,29798.59,8528.50057,1681329599999,255439988.64471180,194533,4171.24842000,124947077.17013710,0
1681329600000,29798.59,29979.74,29775.68,29888.07,4163.56456,1681343999999,124462072.22359670,123462,2044.44205000,61119738.87990610,0
1681344000000,29888.07,30200.0,29854.59,30072.17,5485.41854,1681358399999,164758087.28380290,138640,2930.74333000,88026261.86248620,0
1681358400000,30072.17,30128.59,29982.93,30068.6,5087.64391,1681372799999,152912951.11169320,107370,2636.51561000,79240262.91316210,0
1681372800000,30068.6,30374.87,30039.0,30159.82,10749.49629,1681387199999,324625848.64014680,228054,5606.49340000,169309366.87419720,0
1681387200000,30159.81,30595.0,30134.16,30441.43,14771.58975,1681401599999,448060518.81917210,268182,8061.24724000,244548733.62518210,0
1681401600000,30441.43,30535.76,30262.4,30335.13,9458.03277,1681415999999,287393675.38591330,173216,4505.59413000,136916883.73137910,0
1681416000000,30335.13,30394.7,30205.0,30373.84,6381.93605,1681430399999,193340019.88923890,138682,3027.05927000,91707125.99618020,0
1681430400000,30373.84,30893.79,30310.03,30690.88,18523.2894,1681444799999,568460424.35606810,361995,9247.44574000,283795521.77051960,0
1681444800000,30690.89,31000.0,30674.53,30733.72,11910.85727,1681459199999,367033484.85353440,239125,6169.13154000,190124160.11835550,0
1681459200000,30733.73,30827.27,30657.14,30801.89,7627.76445,1681473599999,234606130.37700980,151541,3796.95989000,116782711.94928330,0
1681473600000,30801.89,30850.0,30101.0,30237.89,19633.71604,1681487999999,599409820.82391710,366092,9794.39439000,299034574.48233390,0
1681488000000,30237.88,30357.8,29966.0,30324.09,12230.50318,1681502399999,369413786.06085980,234903,6152.83506000,185869357.35214740,0
1681502400000,30324.09,30522.07,30272.25,30466.93,6058.06418,1681516799999,184343847.90884090,150524,3245.82344000,98764957.89252680,0
1681516800000,30466.93,30595.6,30278.08,30376.14,5746.9438,1681531199999,174730437.60673000,164192,2717.09357000,82623834.82382450,0
1681531200000,30376.13,30467.92,30337.97,30433.3,4154.39976,1681545599999,126260161.72168020,112881,2018.02070000,61334717.01689010,0
1681545600000,30433.29,30470.0,30364.7,30385.3,3667.82496,1681559999999,111572992.09345420,113326,1843.60462000,56081139.54946340,0
1681560000000,30385.31,30444.0,30285.0,30325.27,4272.47036,1681574399999,129770675.63249380,129224,1921.23225000,58360900.84421560,0
1681574400000,30325.27,30339.35,30202.0,30331.74,4726.84822,1681588799999,143158228.93153550,127792,2386.93781000,72296419.67052060,0
1681588800000,30331.74,30360.19,30236.39,30295.09,2861.32537,1681603199999,86718601.62812230,85003,1537.45614000,46596516.40799250,0
1681603200000,30295.1,30319.04,30120.0,30249.37,3384.26015,1681617599999,102344324.70228700,109409,1578.62144000,47738062.19499500,0
1681617600000,30249.36,30399.4,30245.82,30344.97,2921.29461,1681631999999,88567589.90376440,97622,1513.19202000,45876172.65149340,0
1681632000000,30344.97,30353.96,30220.4,30226.45,3645.14709,1681646399999,110409728.97723640,103724,1682.80642000,50970384.85967040,0
1681646400000,30226.46,30362.0,30160.4,30332.98,4673.57527,1681660799999,141456279.51347410,115430,2436.76659000,73758738.44062090,0
1681660800000,30332.98,30549.99,30259.69,30309.06,6879.44808,1681675199999,209114525.77370960,144217,3374.24453000,102595078.41460140,0
1681675200000,30309.05,30407.98,30192.0,30304.65,4928.26802,1681689599999,149430477.28209360,137831,2578.10491000,78177150.44221700,0
1681689600000,30304.66,30316.06,29740.64,29982.8,13105.03703,1681703999999,392753321.39070940,268594,5961.09586000,178618815.60021930,0
1681704000000,29982.8,30007.56,29832.0,29838.3,5573.07492,1681718399999,166831643.32601430,138316,2775.88628000,83093838.50416810,0
1681718400000,29838.3,29922.5,29366.0,29570.81,11957.93933,1681732799999,355765755.16688620,215901,5598.98647000,166603980.56761020,0
1681732800000,29570.8,29593.14,29240.65,29358.31,13750.46214,1681747199999,404730089.91383910,258624,6540.82778000,192514409.85834910,0
1681747200000,29358.3,29580.17,29330.85,29467.24,7312.65763,1681761599999,215480649.15282450,154435,3821.99877000,112605730.37379660,0
1681761600000,29467.25,29536.93,29391.92,29430.27,4742.64022,1681775999999,139726302.48276200,101424,2181.38255000,64274237.90303830,0
1681776000000,29430.27,29500.0,29096.78,29446.99,7340.04494,1681790399999,215365008.56201430,155258,3858.91814000,113250646.18379930,0
1681790400000,29447.0,29803.0,29442.56,29775.62,8003.36187,1681804799999,237167380.78605320,145788,4438.34260000,131542366.31921230,0
1681804800000,29775.61,30381.68,29693.1,30380.59,13941.09794,1681819199999,418183716.93383950,232257,7712.72594000,231387171.56226730,0
